text,target
chokes on its own depiction upper crust decorum,0.0
well nigh unendurable though the picture strains become cinematic poetry it remains depressingly prosaic dull,0.0
i thought my own watch had stopped keeping time as i slogged my way through clockstoppers,0.0
while much the cast has charm especially allodi nolden the performers are sunk by the films primitive approach the mechanics comedy,0.0
this directorial debut from music video show off higuchinsky is all flash,0.0
yes ballistic is silly unfortunately its not silly fun unless you enjoy really bad movies,0.0
the twist that ends the movie is the one with the most emotional resonance but twists are getting irritating this is the kind material where the filmmakers should be very careful about raising eyebrows,0.0
the longer the movie goes the worse it gets but its actually pretty good in the first few minutes,0.0
while its genuinely cool hear characters talk about early rap records sugar hill gang etc the constant referencing hip hop arcana can alienate even the savviest audiences,0.0
not only unfunny but downright repellent,0.0
care deftly captures the wonder menace growing up but he never really embraces the joy fuhrmans destructive escapism or the grace in rebellion found by his characters,0.0
forced familiar thoroughly condescending,0.0
does little more than play an innocuous game fill in the blanks with tragic past,0.0
k ## exploits our substantial collective fear nuclear holocaust generate cheap hollywood tension,0.0
has long clunky ending which forces the audience fidget through ten pseudo serious minutes while waiting for the ending credits the deleted scenes montage break the audiences awkward silence,0.0
ragbag promising ideas failed narrative good acting plain old bad filmmaking,0.0
whaleys determination immerse you in sheer unrelenting wretchedness is exhausting,0.0
uncommonly stylish but equally silly the picture fails generate much suspense nor does it ask searching enough questions justify its pretensions,0.0
the entire movie is about boring sad man being boring sad,0.0
the plot convolutions ultimately add up nothing more than jerking the audiences chain,0.0
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front it,0.0
made with no discernible craft monstrously sanctimonious in dealing with childhood loss,0.0
its trifle movie with few laughs surrounding an unremarkable soft center,0.0
holden caulfield did it better,0.0
synthesis cliches absurdities that seems positively decadent in its cinematic flash emptiness,0.0
oh come on like you couldnt smell this turkey rotting from miles away,0.0
if its seldom boring well its also rarely coherent,0.0
simplistic fluff ball whimsy,0.0
not exactly the bees knees,0.0
it does nothing new with the old story except show fisticuffs in this sort stop go slow motion that makes the gang rumbles look like theyre being streamed over ##k modem,0.0
the kind spectacularly misconceived enterprise that only sophisticated cinephile could have perpetrated,0.0
makes for some truly odd at times confusing kids entertainment but at least this time theres some centered storytelling go along with all the weird stuff,0.0
the film contains no good jokes no good scenes barely moment when carveys saturday night live honed mimicry rises above the level embarrassment,0.0
jacquots rendering puccinis tale devotion double cross is more than just filmed opera in his first stab at the form jacquot takes slightly anarchic approach that works only sporadically,0.0
